codigo_municipio,municipio,mes_referencia,internacoes
350130,ALVARES MACHADO,2025-07-01,58
350160,AMERICANA,2025-07-01,959
350170,AMERICO BRASILIENSE,2025-07-01,583
350190,AMPARO,2025-07-01,418
350210,ANDRADINA,2025-07-01,330
350220,ANGATUBA,2025-07-01,153
350250,APARECIDA,2025-07-01,397
350260,APARECIDA D'OESTE,2025-07-01,6
350270,APIAI,2025-07-01,298
350280,ARACATUBA,2025-07-01,1176
350310,ARANDU,2025-07-01,8
350320,ARARAQUARA,2025-07-01,1745
350330,ARARAS,2025-07-01,602
350340,AREALVA,2025-07-01,24
350390,ARUJA,2025-07-01,0
350400,ASSIS,2025-07-01,974
350410,ATIBAIA,2025-07-01,415
350420,AURIFLAMA,2025-07-01,211
350450,AVARE,2025-07-01,733
350520,BARIRI,2025-07-01,189
350530,BARRA BONITA,2025-07-01,214
350550,BARRETOS,2025-07-01,2604
350570,BARUERI,2025-07-01,3296
350580,BASTOS,2025-07-01,122
350590,BATATAIS,2025-07-01,331
350600,BAURU,2025-07-01,3442
350610,BEBEDOURO,2025-07-01,786
350630,BERNARDINO DE CAMPOS,2025-07-01,62
350635,BERTIOGA,2025-07-01,284
350640,BILAC,2025-07-01,19
350650,BIRIGUI,2025-07-01,417
350670,BOA ESPERANCA DO SUL,2025-07-01,12
350680,BOCAINA,2025-07-01,15
350700,BOITUVA,2025-07-01,207
350710,BOM JESUS DOS PERDOES,2025-07-01,21
350740,BORBOREMA,2025-07-01,64
350750,BOTUCATU,2025-07-01,2518
350760,BRAGANCA PAULISTA,2025-07-01,1656
350790,BROTAS,2025-07-01,71
350810,BURITAMA,2025-07-01,115
350840,CABREUVA,2025-07-01,64
350850,CACAPAVA,2025-07-01,305
350870,CACONDE,2025-07-01,186
350880,CAFELANDIA,2025-07-01,95
350900,CAIEIRAS,2025-07-01,426
350920,CAJAMAR,2025-07-01,233
350930,CAJOBI,2025-07-01,49
350940,CAJURU,2025-07-01,290
350950,CAMPINAS,2025-07-01,7881
350960,CAMPO LIMPO PAULISTA,2025-07-01,362
350970,CAMPOS DO JORDAO,2025-07-01,240
351000,CANDIDO MOTA,2025-07-01,232
351020,CAPAO BONITO,2025-07-01,260
351040,CAPIVARI,2025-07-01,234
351050,CARAGUATATUBA,2025-07-01,1879
351060,CARAPICUIBA,2025-07-01,1486
351070,CARDOSO,2025-07-01,37
351080,CASA BRANCA,2025-07-01,230
351100,CASTILHO,2025-07-01,78
351110,CATANDUVA,2025-07-01,1576
351140,CERQUEIRA CESAR,2025-07-01,149
351150,CERQUILHO,2025-07-01,28
351160,CESARIO LANGE,2025-07-01,45
351170,CHARQUEADA,2025-07-01,36
351190,CLEMENTINA,2025-07-01,25
351200,COLINA,2025-07-01,97
351210,COLOMBIA,2025-07-01,6
351220,CONCHAL,2025-07-01,192
351230,CONCHAS,2025-07-01,36
351280,COSMOPOLIS,2025-07-01,138
351300,COTIA,2025-07-01,1104
351310,CRAVINHOS,2025-07-01,33
351340,CRUZEIRO,2025-07-01,454
351350,CUBATAO,2025-07-01,558
351360,CUNHA,2025-07-01,122
351370,DESCALVADO,2025-07-01,154
351380,DIADEMA,2025-07-01,2029
351390,DIVINOLANDIA,2025-07-01,466
351410,DOIS CORREGOS,2025-07-01,130
351440,DRACENA,2025-07-01,290
351450,DUARTINA,2025-07-01,142
351500,EMBU DAS ARTES,2025-07-01,318
351510,EMBU-GUACU,2025-07-01,100
351518,ESPIRITO SANTO DO PINHAL,2025-07-01,353
351520,ESTRELA D'OESTE,2025-07-01,75
351540,FARTURA,2025-07-01,75
351550,FERNANDOPOLIS,2025-07-01,601
351570,FERRAZ DE VASCONCELOS,2025-07-01,782
351600,FLORIDA PAULISTA,2025-07-01,76
351620,FRANCA,2025-07-01,2054
351630,FRANCISCO MORATO,2025-07-01,1009
351640,FRANCO DA ROCHA,2025-07-01,747
351660,GALIA,2025-07-01,19
351670,GARCA,2025-07-01,265
351690,GENERAL SALGADO,2025-07-01,44
351700,GETULINA,2025-07-01,39
351740,GUAIRA,2025-07-01,308
351760,GUAPIARA,2025-07-01,19
351770,GUARA,2025-07-01,79
351780,GUARACAI,2025-07-01,49
351820,GUARARAPES,2025-07-01,141
351830,GUARAREMA,2025-07-01,116
351840,GUARATINGUETA,2025-07-01,631
351860,GUARIBA,2025-07-01,116
351870,GUARUJA,2025-07-01,1161
351880,GUARULHOS,2025-07-01,5118
351900,HERCULANDIA,2025-07-01,68
351907,HORTOLANDIA,2025-07-01,468
351910,IACANGA,2025-07-01,77
351930,IBATE,2025-07-01,86
351940,IBIRA,2025-07-01,34
351960,IBITINGA,2025-07-01,478
351970,IBIUNA,2025-07-01,349
351990,IEPE,2025-07-01,76
352010,IGARAPAVA,2025-07-01,129
352040,ILHABELA,2025-07-01,296
352044,ILHA SOLTEIRA,2025-07-01,264
352050,INDAIATUBA,2025-07-01,1950
352070,INDIAPORA,2025-07-01,33
352090,IPAUSSU,2025-07-01,62
352130,IPUA,2025-07-01,104
352170,ITABERA,2025-07-01,102
352180,ITAI,2025-07-01,84
352190,ITAJOBI,2025-07-01,73
352210,ITANHAEM,2025-07-01,877
352220,ITAPECERICA DA SERRA,2025-07-01,1518
352230,ITAPETININGA,2025-07-01,945
352240,ITAPEVA,2025-07-01,874
352250,ITAPEVI,2025-07-01,1463
352260,ITAPIRA,2025-07-01,553
352270,ITAPOLIS,2025-07-01,288
352280,ITAPORANGA,2025-07-01,111
352290,ITAPUI,2025-07-01,12
352310,ITAQUAQUECETUBA,2025-07-01,1278
352320,ITARARE,2025-07-01,366
352340,ITATIBA,2025-07-01,553
352350,ITATINGA,2025-07-01,27
352360,ITIRAPINA,2025-07-01,13
352390,ITU,2025-07-01,764
352400,ITUPEVA,2025-07-01,204
352410,ITUVERAVA,2025-07-01,342
352420,JABORANDI,2025-07-01,3
352430,JABOTICABAL,2025-07-01,181
352440,JACAREI,2025-07-01,1206
352450,JACI,2025-07-01,64
352470,JAGUARIUNA,2025-07-01,390
352480,JALES,2025-07-01,801
352520,JARINU,2025-07-01,56
352530,JAU,2025-07-01,2299
352550,JOANOPOLIS,2025-07-01,12
352570,JOSE BONIFACIO,2025-07-01,184
352590,JUNDIAI,2025-07-01,3689
352600,JUNQUEIROPOLIS,2025-07-01,98
352640,LARANJAL PAULISTA,2025-07-01,136
352670,LEME,2025-07-01,456
352680,LENCOIS PAULISTA,2025-07-01,235
352690,LIMEIRA,2025-07-01,1454
352710,LINS,2025-07-01,663
352720,LORENA,2025-07-01,431
352730,LOUVEIRA,2025-07-01,222
352740,LUCELIA,2025-07-01,57
352800,MACATUBA,2025-07-01,65
352810,MACAUBAL,2025-07-01,11
352850,MAIRIPORA,2025-07-01,222
352880,MARACAI,2025-07-01,105
352900,MARILIA,2025-07-01,2642
352920,MARTINOPOLIS,2025-07-01,253
352930,MATAO,2025-07-01,530
352940,MAUA,2025-07-01,1193
352970,MIGUELOPOLIS,2025-07-01,126
353010,MIRANDOPOLIS,2025-07-01,219
353030,MIRASSOL,2025-07-01,189
353050,MOCOCA,2025-07-01,456
353060,MOGI DAS CRUZES,2025-07-01,3505
353070,MOGI GUACU,2025-07-01,875
353080,MOGI MIRIM,2025-07-01,469
353110,MONGAGUA,2025-07-01,104
353130,MONTE ALTO,2025-07-01,225
353140,MONTE APRAZIVEL,2025-07-01,229
353150,MONTE AZUL PAULISTA,2025-07-01,133
353180,MONTE MOR,2025-07-01,118
353190,MORRO AGUDO,2025-07-01,150
353200,MORUNGABA,2025-07-01,32
353240,NAZARE PAULISTA,2025-07-01,43
353250,NEVES PAULISTA,2025-07-01,5
353260,NHANDEARA,2025-07-01,213
353290,NOVA EUROPA,2025-07-01,12
353300,NOVA GRANADA,2025-07-01,168
353340,NOVA ODESSA,2025-07-01,134
353350,NOVO HORIZONTE,2025-07-01,203
353390,OLIMPIA,2025-07-01,337
353430,ORLANDIA,2025-07-01,195
353440,OSASCO,2025-07-01,2459
353460,OSVALDO CRUZ,2025-07-01,226
353470,OURINHOS,2025-07-01,850
353475,OUROESTE,2025-07-01,52
353520,PALMEIRA D'OESTE,2025-07-01,52
353530,PALMITAL,2025-07-01,163
353550,PARAGUACU PAULISTA,2025-07-01,449
353580,PARANAPANEMA,2025-07-01,75
353600,PARAPUA,2025-07-01,0
353620,PARIQUERA-ACU,2025-07-01,756
353630,PATROCINIO PAULISTA,2025-07-01,68
353650,PAULINIA,2025-07-01,317
353660,PAULO DE FARIA,2025-07-01,8
353670,PEDERNEIRAS,2025-07-01,156
353700,PEDREGULHO,2025-07-01,82
353710,PEDREIRA,2025-07-01,88
353730,PENAPOLIS,2025-07-01,499
353740,PEREIRA BARRETO,2025-07-01,75
353780,PIEDADE,2025-07-01,216
353790,PILAR DO SUL,2025-07-01,78
353800,PINDAMONHANGABA,2025-07-01,444
353860,PIRACAIA,2025-07-01,41
353870,PIRACICABA,2025-07-01,2991
353880,PIRAJU,2025-07-01,179
353890,PIRAJUI,2025-07-01,158
353900,PIRANGI,2025-07-01,102
353930,PIRASSUNUNGA,2025-07-01,238
353940,PIRATININGA,2025-07-01,42
353950,PITANGUEIRAS,2025-07-01,118
354000,POMPEIA,2025-07-01,74
354020,PONTAL,2025-07-01,123
354040,POPULINA,2025-07-01,18
354060,PORTO FELIZ,2025-07-01,472
354070,PORTO FERREIRA,2025-07-01,169
354080,POTIRENDABA,2025-07-01,70
354100,PRAIA GRANDE,2025-07-01,772
354120,PRESIDENTE BERNARDES,2025-07-01,121
354130,PRESIDENTE EPITACIO,2025-07-01,298
354140,PRESIDENTE PRUDENTE,2025-07-01,3676
354150,PRESIDENTE VENCESLAU,2025-07-01,189
354160,PROMISSAO,2025-07-01,278
354190,QUELUZ,2025-07-01,11
354220,RANCHARIA,2025-07-01,377
354240,REGENTE FEIJO,2025-07-01,79
354260,REGISTRO,2025-07-01,915
354290,RIBEIRAO BONITO,2025-07-01,31
354300,RIBEIRAO BRANCO,2025-07-01,117
354330,RIBEIRAO PIRES,2025-07-01,134
354340,RIBEIRAO PRETO,2025-07-01,7874
354380,RINOPOLIS,2025-07-01,22
354390,RIO CLARO,2025-07-01,879
354400,RIO DAS PEDRAS,2025-07-01,78
354420,RIOLANDIA,2025-07-01,21
354425,ROSANA,2025-07-01,255
354490,SALES OLIVEIRA,2025-07-01,28
354500,SALESOPOLIS,2025-07-01,31
354520,SALTO,2025-07-01,580
354530,SALTO DE PIRAPORA,2025-07-01,237
354540,SALTO GRANDE,2025-07-01,50
354560,SANTA ADELIA,2025-07-01,93
354580,SANTA BARBARA D'OESTE,2025-07-01,825
354630,SANTA CRUZ DAS PALMEIRAS,2025-07-01,112
354640,SANTA CRUZ DO RIO PARDO,2025-07-01,421
354660,SANTA FE DO SUL,2025-07-01,294
354680,SANTA ISABEL,2025-07-01,155
354730,SANTANA DE PARNAIBA,2025-07-01,370
354750,SANTA RITA DO PASSA QUATRO,2025-07-01,154
354760,SANTA ROSA DE VITERBO,2025-07-01,60
354770,SANTO ANASTACIO,2025-07-01,178
354780,SANTO ANDRE,2025-07-01,4102
354790,SANTO ANTONIO DA ALEGRIA,2025-07-01,9
354850,SANTOS,2025-07-01,3046
354860,SAO BENTO DO SAPUCAI,2025-07-01,63
354870,SAO BERNARDO DO CAMPO,2025-07-01,3673
354880,SAO CAETANO DO SUL,2025-07-01,1240
354890,SAO CARLOS,2025-07-01,1859
354910,SAO JOAO DA BOA VISTA,2025-07-01,608
354940,SAO JOAQUIM DA BARRA,2025-07-01,375
354970,SAO JOSE DO RIO PARDO,2025-07-01,386
354980,SAO JOSE DO RIO PRETO,2025-07-01,7696
354990,SAO JOSE DOS CAMPOS,2025-07-01,5340
355000,SAO LUIS DO PARAITINGA,2025-07-01,19
355010,SAO MANUEL,2025-07-01,173
355020,SAO MIGUEL ARCANJO,2025-07-01,133
355030,SAO PAULO,2025-07-01,65420
355040,SAO PEDRO,2025-07-01,379
355060,SAO ROQUE,2025-07-01,302
355070,SAO SEBASTIAO,2025-07-01,543
355080,SAO SEBASTIAO DA GRAMA,2025-07-01,66
355090,SAO SIMAO,2025-07-01,38
355100,SAO VICENTE,2025-07-01,1055
355150,SERRANA,2025-07-01,313
355160,SERRA NEGRA,2025-07-01,197
355170,SERTAOZINHO,2025-07-01,598
355200,SILVEIRAS,2025-07-01,3
355210,SOCORRO,2025-07-01,315
355220,SOROCABA,2025-07-01,5286
355230,SUD MENNUCCI,2025-07-01,31
355240,SUMARE,2025-07-01,1097
355250,SUZANO,2025-07-01,808
355260,TABAPUA,2025-07-01,77
355270,TABATINGA,2025-07-01,71
355280,TABOAO DA SERRA,2025-07-01,1868
355300,TAGUAI,2025-07-01,60
355330,TAMBAU,2025-07-01,118
355340,TANABI,2025-07-01,103
355360,TAPIRATIBA,2025-07-01,32
355370,TAQUARITINGA,2025-07-01,380
355380,TAQUARITUBA,2025-07-01,184
355400,TATUI,2025-07-01,446
355410,TAUBATE,2025-07-01,2145
355430,TEODORO SAMPAIO,2025-07-01,91
355440,TERRA ROXA,2025-07-01,0
355450,TIETE,2025-07-01,175
355470,TORRINHA,2025-07-01,6
355500,TUPA,2025-07-01,672
355510,TUPI PAULISTA,2025-07-01,110
355540,UBATUBA,2025-07-01,229
355580,URANIA,2025-07-01,29
355600,URUPES,2025-07-01,87
355620,VALINHOS,2025-07-01,398
355630,VALPARAISO,2025-07-01,77
355640,VARGEM GRANDE DO SUL,2025-07-01,209
355650,VARZEA PAULISTA,2025-07-01,68
355670,VINHEDO,2025-07-01,481
355680,VIRADOURO,2025-07-01,39
355700,VOTORANTIM,2025-07-01,328
355710,VOTUPORANGA,2025-07-01,983
355720,CHAVANTES,2025-07-01,98
350010,ADAMANTINA,2025-08-01,441
350030,AGUAI,2025-08-01,39
350050,AGUAS DE LINDOIA,2025-08-01,102
350070,AGUDOS,2025-08-01,101
350100,ALTINOPOLIS,2025-08-01,152
350110,ALTO ALEGRE,2025-08-01,0
350130,ALVARES MACHADO,2025-08-01,79
350160,AMERICANA,2025-08-01,923
350170,AMERICO BRASILIENSE,2025-08-01,511
350190,AMPARO,2025-08-01,416
350210,ANDRADINA,2025-08-01,314
350220,ANGATUBA,2025-08-01,163
350250,APARECIDA,2025-08-01,379
350260,APARECIDA D'OESTE,2025-08-01,8
350270,APIAI,2025-08-01,267
350280,ARACATUBA,2025-08-01,1198
350310,ARANDU,2025-08-01,11
350320,ARARAQUARA,2025-08-01,1779
350330,ARARAS,2025-08-01,596
350340,AREALVA,2025-08-01,23
350390,ARUJA,2025-08-01,0
350400,ASSIS,2025-08-01,952
350410,ATIBAIA,2025-08-01,405
350420,AURIFLAMA,2025-08-01,209
350450,AVARE,2025-08-01,695
350520,BARIRI,2025-08-01,202
350530,BARRA BONITA,2025-08-01,205
350550,BARRETOS,2025-08-01,2892
350570,BARUERI,2025-08-01,3452
350580,BASTOS,2025-08-01,96
350590,BATATAIS,2025-08-01,363
350600,BAURU,2025-08-01,3550
350610,BEBEDOURO,2025-08-01,767
350630,BERNARDINO DE CAMPOS,2025-08-01,78
350635,BERTIOGA,2025-08-01,269
350640,BILAC,2025-08-01,22
350650,BIRIGUI,2025-08-01,417
350670,BOA ESPERANCA DO SUL,2025-08-01,11
350680,BOCAINA,2025-08-01,12
350700,BOITUVA,2025-08-01,202
350710,BOM JESUS DOS PERDOES,2025-08-01,24
350740,BORBOREMA,2025-08-01,76
350750,BOTUCATU,2025-08-01,2641
350760,BRAGANCA PAULISTA,2025-08-01,1576
350790,BROTAS,2025-08-01,64
350810,BURITAMA,2025-08-01,134
350840,CABREUVA,2025-08-01,29
350850,CACAPAVA,2025-08-01,549
350870,CACONDE,2025-08-01,177
350880,CAFELANDIA,2025-08-01,88
350900,CAIEIRAS,2025-08-01,438
350920,CAJAMAR,2025-08-01,256
350930,CAJOBI,2025-08-01,50
350940,CAJURU,2025-08-01,300
350950,CAMPINAS,2025-08-01,7375
350960,CAMPO LIMPO PAULISTA,2025-08-01,307
350970,CAMPOS DO JORDAO,2025-08-01,252
351000,CANDIDO MOTA,2025-08-01,167
351020,CAPAO BONITO,2025-08-01,234
351040,CAPIVARI,2025-08-01,264
351050,CARAGUATATUBA,2025-08-01,2106
351060,CARAPICUIBA,2025-08-01,1382
351070,CARDOSO,2025-08-01,30
351080,CASA BRANCA,2025-08-01,197
351100,CASTILHO,2025-08-01,122
351110,CATANDUVA,2025-08-01,1514
351140,CERQUEIRA CESAR,2025-08-01,132
351150,CERQUILHO,2025-08-01,69
351160,CESARIO LANGE,2025-08-01,42
351170,CHARQUEADA,2025-08-01,27
351190,CLEMENTINA,2025-08-01,14
351200,COLINA,2025-08-01,84
351210,COLOMBIA,2025-08-01,3
351220,CONCHAL,2025-08-01,218
351230,CONCHAS,2025-08-01,24
351280,COSMOPOLIS,2025-08-01,179
351300,COTIA,2025-08-01,1187
351310,CRAVINHOS,2025-08-01,31
351340,CRUZEIRO,2025-08-01,485
351350,CUBATAO,2025-08-01,539
351360,CUNHA,2025-08-01,116
351370,DESCALVADO,2025-08-01,122
351380,DIADEMA,2025-08-01,2189
351390,DIVINOLANDIA,2025-08-01,422
351410,DOIS CORREGOS,2025-08-01,125
351440,DRACENA,2025-08-01,252
351450,DUARTINA,2025-08-01,152
351500,EMBU DAS ARTES,2025-08-01,431
351510,EMBU-GUACU,2025-08-01,104
351518,ESPIRITO SANTO DO PINHAL,2025-08-01,396
351520,ESTRELA D'OESTE,2025-08-01,57
351540,FARTURA,2025-08-01,81
351550,FERNANDOPOLIS,2025-08-01,575
351570,FERRAZ DE VASCONCELOS,2025-08-01,662
351600,FLORIDA PAULISTA,2025-08-01,82
351620,FRANCA,2025-08-01,2134
351630,FRANCISCO MORATO,2025-08-01,1296
351640,FRANCO DA ROCHA,2025-08-01,745
351660,GALIA,2025-08-01,10
351670,GARCA,2025-08-01,276
351690,GENERAL SALGADO,2025-08-01,49
351700,GETULINA,2025-08-01,38
351740,GUAIRA,2025-08-01,301
351760,GUAPIARA,2025-08-01,25
351770,GUARA,2025-08-01,66
351780,GUARACAI,2025-08-01,40
351820,GUARARAPES,2025-08-01,145
351830,GUARAREMA,2025-08-01,128
351840,GUARATINGUETA,2025-08-01,575
351860,GUARIBA,2025-08-01,105
351870,GUARUJA,2025-08-01,1120
351880,GUARULHOS,2025-08-01,4697
351900,HERCULANDIA,2025-08-01,80
351907,HORTOLANDIA,2025-08-01,610
351910,IACANGA,2025-08-01,73
351930,IBATE,2025-08-01,81
351940,IBIRA,2025-08-01,39
351960,IBITINGA,2025-08-01,498
351970,IBIUNA,2025-08-01,385
351990,IEPE,2025-08-01,67
352010,IGARAPAVA,2025-08-01,133
352040,ILHABELA,2025-08-01,265
352044,ILHA SOLTEIRA,2025-08-01,250
352050,INDAIATUBA,2025-08-01,1962
352070,INDIAPORA,2025-08-01,29
352090,IPAUSSU,2025-08-01,83
352130,IPUA,2025-08-01,91
352170,ITABERA,2025-08-01,73
352180,ITAI,2025-08-01,75
352190,ITAJOBI,2025-08-01,82
352210,ITANHAEM,2025-08-01,1116
352220,ITAPECERICA DA SERRA,2025-08-01,848
352230,ITAPETININGA,2025-08-01,885
352240,ITAPEVA,2025-08-01,789
352250,ITAPEVI,2025-08-01,1393
352260,ITAPIRA,2025-08-01,569
352270,ITAPOLIS,2025-08-01,293
352280,ITAPORANGA,2025-08-01,85
352290,ITAPUI,2025-08-01,0
352310,ITAQUAQUECETUBA,2025-08-01,1208
352320,ITARARE,2025-08-01,331
352340,ITATIBA,2025-08-01,618
352350,ITATINGA,2025-08-01,36
352360,ITIRAPINA,2025-08-01,8
352390,ITU,2025-08-01,776
352400,ITUPEVA,2025-08-01,180
352410,ITUVERAVA,2025-08-01,392
352420,JABORANDI,2025-08-01,3
352430,JABOTICABAL,2025-08-01,156
352440,JACAREI,2025-08-01,1332
352450,JACI,2025-08-01,59
352470,JAGUARIUNA,2025-08-01,333
352480,JALES,2025-08-01,704
352520,JARINU,2025-08-01,59
352530,JAU,2025-08-01,2167
352550,JOANOPOLIS,2025-08-01,14
352570,JOSE BONIFACIO,2025-08-01,191
352590,JUNDIAI,2025-08-01,3430
352600,JUNQUEIROPOLIS,2025-08-01,101
352640,LARANJAL PAULISTA,2025-08-01,129
352670,LEME,2025-08-01,475
352680,LENCOIS PAULISTA,2025-08-01,240
352690,LIMEIRA,2025-08-01,1373
352710,LINS,2025-08-01,608
352720,LORENA,2025-08-01,429
352730,LOUVEIRA,2025-08-01,239
352740,LUCELIA,2025-08-01,63
352800,MACATUBA,2025-08-01,68
352810,MACAUBAL,2025-08-01,8
352850,MAIRIPORA,2025-08-01,231
352880,MARACAI,2025-08-01,71
352900,MARILIA,2025-08-01,2609
352920,MARTINOPOLIS,2025-08-01,238
352930,MATAO,2025-08-01,515
352940,MAUA,2025-08-01,1177
352970,MIGUELOPOLIS,2025-08-01,123
353010,MIRANDOPOLIS,2025-08-01,366
353030,MIRASSOL,2025-08-01,182
353050,MOCOCA,2025-08-01,451
353060,MOGI DAS CRUZES,2025-08-01,3254
353070,MOGI GUACU,2025-08-01,847
353080,MOGI MIRIM,2025-08-01,426
353110,MONGAGUA,2025-08-01,92
353130,MONTE ALTO,2025-08-01,232
353140,MONTE APRAZIVEL,2025-08-01,297
353150,MONTE AZUL PAULISTA,2025-08-01,151
353180,MONTE MOR,2025-08-01,109
353190,MORRO AGUDO,2025-08-01,155
353200,MORUNGABA,2025-08-01,15
353240,NAZARE PAULISTA,2025-08-01,48
353250,NEVES PAULISTA,2025-08-01,5
353260,NHANDEARA,2025-08-01,234
353290,NOVA EUROPA,2025-08-01,34
353300,NOVA GRANADA,2025-08-01,163
353340,NOVA ODESSA,2025-08-01,158
353350,NOVO HORIZONTE,2025-08-01,215
353390,OLIMPIA,2025-08-01,336
353430,ORLANDIA,2025-08-01,146
353440,OSASCO,2025-08-01,2347
353460,OSVALDO CRUZ,2025-08-01,208
353470,OURINHOS,2025-08-01,939
353475,OUROESTE,2025-08-01,50
353520,PALMEIRA D'OESTE,2025-08-01,57
353530,PALMITAL,2025-08-01,188
353550,PARAGUACU PAULISTA,2025-08-01,436
353580,PARANAPANEMA,2025-08-01,75
353600,PARAPUA,2025-08-01,0
353620,PARIQUERA-ACU,2025-08-01,821
353630,PATROCINIO PAULISTA,2025-08-01,81
353650,PAULINIA,2025-08-01,397
353660,PAULO DE FARIA,2025-08-01,11
353670,PEDERNEIRAS,2025-08-01,190
353700,PEDREGULHO,2025-08-01,106
353710,PEDREIRA,2025-08-01,100
353730,PENAPOLIS,2025-08-01,480
353740,PEREIRA BARRETO,2025-08-01,62
353780,PIEDADE,2025-08-01,284
353790,PILAR DO SUL,2025-08-01,89
353800,PINDAMONHANGABA,2025-08-01,512
353860,PIRACAIA,2025-08-01,40
353870,PIRACICABA,2025-08-01,3070
353880,PIRAJU,2025-08-01,170
353890,PIRAJUI,2025-08-01,138
353900,PIRANGI,2025-08-01,128
353930,PIRASSUNUNGA,2025-08-01,207
353940,PIRATININGA,2025-08-01,24
353950,PITANGUEIRAS,2025-08-01,131
354000,POMPEIA,2025-08-01,72
354020,PONTAL,2025-08-01,111
354040,POPULINA,2025-08-01,10
354060,PORTO FELIZ,2025-08-01,472
354070,PORTO FERREIRA,2025-08-01,189
354080,POTIRENDABA,2025-08-01,110
354100,PRAIA GRANDE,2025-08-01,769
354120,PRESIDENTE BERNARDES,2025-08-01,92
354130,PRESIDENTE EPITACIO,2025-08-01,268
354140,PRESIDENTE PRUDENTE,2025-08-01,3802
354150,PRESIDENTE VENCESLAU,2025-08-01,164
354160,PROMISSAO,2025-08-01,408
354190,QUELUZ,2025-08-01,22
354220,RANCHARIA,2025-08-01,375
354240,REGENTE FEIJO,2025-08-01,76
354260,REGISTRO,2025-08-01,843
354290,RIBEIRAO BONITO,2025-08-01,28
354300,RIBEIRAO BRANCO,2025-08-01,24
354330,RIBEIRAO PIRES,2025-08-01,132
354340,RIBEIRAO PRETO,2025-08-01,8159
354380,RINOPOLIS,2025-08-01,28
354390,RIO CLARO,2025-08-01,1049
354400,RIO DAS PEDRAS,2025-08-01,84
354420,RIOLANDIA,2025-08-01,30
354425,ROSANA,2025-08-01,255
354490,SALES OLIVEIRA,2025-08-01,29
354500,SALESOPOLIS,2025-08-01,23
354520,SALTO,2025-08-01,586
354530,SALTO DE PIRAPORA,2025-08-01,255
354540,SALTO GRANDE,2025-08-01,66
354560,SANTA ADELIA,2025-08-01,81
354580,SANTA BARBARA D'OESTE,2025-08-01,813
354630,SANTA CRUZ DAS PALMEIRAS,2025-08-01,99
354640,SANTA CRUZ DO RIO PARDO,2025-08-01,352
354660,SANTA FE DO SUL,2025-08-01,336
354680,SANTA ISABEL,2025-08-01,199
354730,SANTANA DE PARNAIBA,2025-08-01,405
354750,SANTA RITA DO PASSA QUATRO,2025-08-01,140
354760,SANTA ROSA DE VITERBO,2025-08-01,93
354770,SANTO ANASTACIO,2025-08-01,144
354780,SANTO ANDRE,2025-08-01,3872
354790,SANTO ANTONIO DA ALEGRIA,2025-08-01,16
354850,SANTOS,2025-08-01,2694
354860,SAO BENTO DO SAPUCAI,2025-08-01,53
354870,SAO BERNARDO DO CAMPO,2025-08-01,3210
354880,SAO CAETANO DO SUL,2025-08-01,1232
354890,SAO CARLOS,2025-08-01,1688
354910,SAO JOAO DA BOA VISTA,2025-08-01,566
354940,SAO JOAQUIM DA BARRA,2025-08-01,369
354970,SAO JOSE DO RIO PARDO,2025-08-01,357
354980,SAO JOSE DO RIO PRETO,2025-08-01,8162
354990,SAO JOSE DOS CAMPOS,2025-08-01,5162
355000,SAO LUIS DO PARAITINGA,2025-08-01,16
355010,SAO MANUEL,2025-08-01,152
355020,SAO MIGUEL ARCANJO,2025-08-01,111
355030,SAO PAULO,2025-08-01,64994
355040,SAO PEDRO,2025-08-01,452
355060,SAO ROQUE,2025-08-01,496
355070,SAO SEBASTIAO,2025-08-01,546
355080,SAO SEBASTIAO DA GRAMA,2025-08-01,47
355090,SAO SIMAO,2025-08-01,25
355100,SAO VICENTE,2025-08-01,962
355150,SERRANA,2025-08-01,347
355160,SERRA NEGRA,2025-08-01,204
355170,SERTAOZINHO,2025-08-01,563
355200,SILVEIRAS,2025-08-01,1
355210,SOCORRO,2025-08-01,384
355220,SOROCABA,2025-08-01,5324
355230,SUD MENNUCCI,2025-08-01,21
355240,SUMARE,2025-08-01,1169
355250,SUZANO,2025-08-01,750
355260,TABAPUA,2025-08-01,62
355270,TABATINGA,2025-08-01,118
355280,TABOAO DA SERRA,2025-08-01,1731
355300,TAGUAI,2025-08-01,61
355330,TAMBAU,2025-08-01,119
355340,TANABI,2025-08-01,98
355360,TAPIRATIBA,2025-08-01,29
355370,TAQUARITINGA,2025-08-01,384
355380,TAQUARITUBA,2025-08-01,175
355400,TATUI,2025-08-01,390
355410,TAUBATE,2025-08-01,1851
355430,TEODORO SAMPAIO,2025-08-01,127
355440,TERRA ROXA,2025-08-01,7
355450,TIETE,2025-08-01,194
355470,TORRINHA,2025-08-01,5
355500,TUPA,2025-08-01,688
355510,TUPI PAULISTA,2025-08-01,116
355540,UBATUBA,2025-08-01,495
355580,URANIA,2025-08-01,29
355600,URUPES,2025-08-01,90
355620,VALINHOS,2025-08-01,390
355630,VALPARAISO,2025-08-01,72
355640,VARGEM GRANDE DO SUL,2025-08-01,196
355650,VARZEA PAULISTA,2025-08-01,66
355670,VINHEDO,2025-08-01,473
355680,VIRADOURO,2025-08-01,32
355700,VOTORANTIM,2025-08-01,318
355710,VOTUPORANGA,2025-08-01,972
355720,CHAVANTES,2025-08-01,103
350010,ADAMANTINA,2025-09-01,470
350030,AGUAI,2025-09-01,43
350050,AGUAS DE LINDOIA,2025-09-01,89
350070,AGUDOS,2025-09-01,107
